invoice_line_id,invoice_id,ticket_id,line_type,reference_code,description,amount,currency
INL-00893,INV-00119,TKT-00189,tax,GVT,Government Passenger Tax,101.87,EUR
INL-00894,INV-00119,TKT-00189,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00895,INV-00119,TKT-00189,airport_fee,SEC,Security Fee,11.01,EUR
INL-00896,INV-00119,TKT-00189,ancillary,BAG20,Ancillary service: BAG20,41.28,EUR
INL-00897,INV-00119,TKT-00190,base_fare,BIZSV,Base fare: Business Saver,1455.31,EUR
INL-00898,INV-00119,TKT-00190,tax,GVT,Government Passenger Tax,101.87,EUR
INL-00899,INV-00119,TKT-00190,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00900,INV-00119,TKT-00190,airport_fee,SEC,Security Fee,11.01,EUR
INL-00901,INV-00119,TKT-00191,base_fare,BIZSV,Base fare: Business Saver,1455.31,EUR
INL-00902,INV-00119,TKT-00191,tax,GVT,Government Passenger Tax,101.87,EUR
INL-00903,INV-00119,TKT-00191,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00904,INV-00119,TKT-00191,airport_fee,SEC,Security Fee,11.01,EUR
INL-00905,INV-00119,TKT-00191,ancillary,SEATXL,Ancillary service: SEATXL,55.05,EUR
INL-00906,INV-00120,TKT-00192,base_fare,PREMY,Base fare: Premium Economy,683.62,EUR
INL-00907,INV-00120,TKT-00192,tax,GVT,Government Passenger Tax,47.85,EUR
INL-00908,INV-00120,TKT-00192,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00909,INV-00120,TKT-00192,airport_fee,SEC,Security Fee,11.01,EUR
INL-00910,INV-00120,TKT-00192,ancillary,SEATXL,Ancillary service: SEATXL,55.05,EUR
INL-00911,INV-00120,TKT-00192,ancillary,SEATPR,Ancillary service: SEATPR,22.94,EUR
INL-00912,INV-00120,,discount,SUMMER25,Discount: Summer Fixed Discount,-22.94,EUR
INL-00913,INV-00121,TKT-00193,base_fare,BIZSV,Base fare: Business Saver,1792.95,EUR
INL-00914,INV-00121,TKT-00193,tax,GVT,Government Passenger Tax,125.51,EUR
INL-00915,INV-00121,TKT-00193,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00916,INV-00121,TKT-00193,airport_fee,SEC,Security Fee,11.01,EUR
INL-00917,INV-00121,TKT-00193,ancillary,WIFI,Ancillary service: WIFI,13.76,EUR
INL-00918,INV-00121,TKT-00194,base_fare,BIZSV,Base fare: Business Saver,1792.95,EUR
INL-00919,INV-00121,TKT-00194,tax,GVT,Government Passenger Tax,125.51,EUR
INL-00920,INV-00121,TKT-00194,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00921,INV-00121,TKT-00194,airport_fee,SEC,Security Fee,11.01,EUR
INL-00922,INV-00121,TKT-00194,ancillary,BAG20,Ancillary service: BAG20,41.28,EUR
INL-00923,INV-00121,TKT-00195,base_fare,BIZSV,Base fare: Business Saver,1792.95,EUR
INL-00924,INV-00121,TKT-00195,tax,GVT,Government Passenger Tax,125.51,EUR
INL-00925,INV-00121,TKT-00195,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00926,INV-00121,TKT-00195,airport_fee,SEC,Security Fee,11.01,EUR
INL-00927,INV-00122,TKT-00196,base_fare,FIRST,Base fare: First,4648.1,SGD
INL-00928,INV-00122,TKT-00196,tax,GVT,Government Passenger Tax,325.37,SGD
INL-00929,INV-00122,TKT-00196,airport_fee,PSC,Passenger Service Charge,46.98,SGD
INL-00930,INV-00122,TKT-00196,airport_fee,SEC,Security Fee,16.11,SGD
INL-00931,INV-00122,TKT-00197,base_fare,FIRST,Base fare: First,4648.1,SGD
INL-00932,INV-00122,TKT-00197,tax,GVT,Government Passenger Tax,325.37,SGD
INL-00933,INV-00122,TKT-00197,airport_fee,PSC,Passenger Service Charge,46.98,SGD
INL-00934,INV-00122,TKT-00197,airport_fee,SEC,Security Fee,16.11,SGD
INL-00935,INV-00123,TKT-00198,base_fare,ECOSV,Base fare: Economy Saver,53194.7,JPY
INL-00936,INV-00123,TKT-00198,tax,GVT,Government Passenger Tax,3723.63,JPY
INL-00937,INV-00123,TKT-00198,airport_fee,PSC,Passenger Service Charge,5223.88,JPY
INL-00938,INV-00123,TKT-00198,airport_fee,SEC,Security Fee,1791.04,JPY
INL-00939,INV-00123,TKT-00198,ancillary,LOUNGE,Ancillary service: LOUNGE,8208.96,JPY
INL-00940,INV-00124,TKT-00199,base_fare,ECOFL,Base fare: Economy Flex,5779.57,CNY
INL-00941,INV-00124,TKT-00199,tax,GVT,Government Passenger Tax,404.57,CNY
INL-00942,INV-00124,TKT-00199,airport_fee,PSC,Passenger Service Charge,251.8,CNY
INL-00943,INV-00124,TKT-00199,airport_fee,SEC,Security Fee,86.33,CNY
INL-00944,INV-00125,TKT-00200,base_fare,PREMY,Base fare: Premium Economy,1116.85,CAD
INL-00945,INV-00125,TKT-00200,tax,GVT,Government Passenger Tax,78.18,CAD
INL-00946,INV-00125,TKT-00200,airport_fee,PSC,Passenger Service Charge,47.3,CAD
INL-00947,INV-00125,TKT-00200,airport_fee,SEC,Security Fee,16.22,CAD
INL-00948,INV-00125,TKT-00201,base_fare,PREMY,Base fare: Premium Economy,1116.85,CAD
INL-00949,INV-00125,TKT-00201,tax,GVT,Government Passenger Tax,78.18,CAD
INL-00950,INV-00125,TKT-00201,airport_fee,PSC,Passenger Service Charge,47.3,CAD
INL-00951,INV-00125,TKT-00201,airport_fee,SEC,Security Fee,16.22,CAD
INL-00952,INV-00125,TKT-00202,base_fare,PREMY,Base fare: Premium Economy,1116.85,CAD
INL-00953,INV-00125,TKT-00202,tax,GVT,Government Passenger Tax,78.18,CAD
INL-00954,INV-00125,TKT-00202,airport_fee,PSC,Passenger Service Charge,47.3,CAD
INL-00955,INV-00125,TKT-00202,airport_fee,SEC,Security Fee,16.22,CAD
INL-00956,INV-00126,TKT-00203,base_fare,BIZFL,Base fare: Business Flex,120004.0,TRY
INL-00957,INV-00126,TKT-00203,tax,GVT,Government Passenger Tax,8400.28,TRY
INL-00958,INV-00126,TKT-00203,airport_fee,PSC,Passenger Service Charge,1166.67,TRY
INL-00959,INV-00126,TKT-00203,airport_fee,SEC,Security Fee,400.0,TRY
INL-00960,INV-00127,TKT-00204,base_fare,ECOFL,Base fare: Economy Flex,937.0,EUR
INL-00961,INV-00127,TKT-00204,tax,GVT,Government Passenger Tax,65.59,EUR
INL-00962,INV-00127,TKT-00204,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00963,INV-00127,TKT-00204,airport_fee,SEC,Security Fee,11.01,EUR
INL-00964,INV-00127,TKT-00204,ancillary,UPGCB,Ancillary service: UPGCB,201.83,EUR
INL-00965,INV-00127,TKT-00205,base_fare,ECOFL,Base fare: Economy Flex,937.0,EUR
INL-00966,INV-00127,TKT-00205,tax,GVT,Government Passenger Tax,65.59,EUR
INL-00967,INV-00127,TKT-00205,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00968,INV-00127,TKT-00205,airport_fee,SEC,Security Fee,11.01,EUR
INL-00969,INV-00127,TKT-00205,ancillary,LOUNGE,Ancillary service: LOUNGE,50.46,EUR
INL-00970,INV-00127,TKT-00205,ancillary,WIFI,Ancillary service: WIFI,13.76,EUR
INL-00971,INV-00127,,discount,CORP-CORP-005,Discount: Corporate rate: Falcon Logistics International,-187.4,EUR
INL-00972,INV-00128,TKT-00206,base_fare,ECOSV,Base fare: Economy Saver,849.33,SGD
INL-00973,INV-00128,TKT-00206,tax,GVT,Government Passenger Tax,59.45,SGD
INL-00974,INV-00128,TKT-00206,airport_fee,PSC,Passenger Service Charge,46.98,SGD
INL-00975,INV-00128,TKT-00206,airport_fee,SEC,Security Fee,16.11,SGD
INL-00976,INV-00129,TKT-00207,base_fare,ECOFL,Base fare: Economy Flex,635.63,EUR
INL-00977,INV-00129,TKT-00207,tax,GVT,Government Passenger Tax,44.49,EUR
INL-00978,INV-00129,TKT-00207,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00979,INV-00129,TKT-00207,airport_fee,SEC,Security Fee,11.01,EUR
INL-00980,INV-00129,TKT-00207,ancillary,BAG20,Ancillary service: BAG20,41.28,EUR
INL-00981,INV-00129,TKT-00208,base_fare,ECOFL,Base fare: Economy Flex,635.63,EUR
INL-00982,INV-00129,TKT-00208,tax,GVT,Government Passenger Tax,44.49,EUR
INL-00983,INV-00129,TKT-00208,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00984,INV-00129,TKT-00208,airport_fee,SEC,Security Fee,11.01,EUR
INL-00985,INV-00129,TKT-00208,ancillary,WIFI,Ancillary service: WIFI,13.76,EUR
INL-00986,INV-00130,TKT-00209,base_fare,BIZFL,Base fare: Business Flex,18951.76,BRL
INL-00987,INV-00130,TKT-00209,tax,GVT,Government Passenger Tax,1326.62,BRL
INL-00988,INV-00130,TKT-00209,airport_fee,PSC,Passenger Service Charge,205.88,BRL
INL-00989,INV-00130,TKT-00209,airport_fee,SEC,Security Fee,70.59,BRL
INL-00990,INV-00131,TKT-00210,base_fare,FIRST,Base fare: First,4465.64,EUR
INL-00991,INV-00131,TKT-00210,tax,GVT,Government Passenger Tax,312.59,EUR
INL-00992,INV-00131,TKT-00210,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00993,INV-00131,TKT-00210,airport_fee,SEC,Security Fee,11.01,EUR
INL-00994,INV-00131,TKT-00211,base_fare,FIRST,Base fare: First,4465.64,EUR
INL-00995,INV-00131,TKT-00211,tax,GVT,Government Passenger Tax,312.59,EUR
INL-00996,INV-00131,TKT-00211,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00997,INV-00131,TKT-00211,airport_fee,SEC,Security Fee,11.01,EUR
INL-00998,INV-00131,TKT-00212,base_fare,FIRST,Base fare: First,4465.64,EUR
INL-00999,INV-00131,TKT-00212,tax,GVT,Government Passenger Tax,312.59,EUR
INL-01000,INV-00131,TKT-00212,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-01001,INV-00131,TKT-00212,airport_fee,SEC,Security Fee,11.01,EUR
INL-01002,INV-00131,TKT-00212,ancillary,UPGCB,Ancillary service: UPGCB,201.83,EUR
INL-01003,INV-00131,,discount,CORP-CORP-001,Discount: Corporate rate: Vantage Consulting Group,-1607.63,EUR
INL-01004,INV-00132,TKT-00213,base_fare,ECOSV,Base fare: Economy Saver,342.44,EUR
INL-01005,INV-00132,TKT-00213,tax,GVT,Government Passenger Tax,23.97,EUR
INL-01006,INV-00132,TKT-00213,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-01007,INV-00132,TKT-00213,airport_fee,SEC,Security Fee,11.01,EUR
INL-01008,INV-00132,TKT-00214,base_fare,ECOSV,Base fare: Economy Saver,342.44,EUR
INL-01009,INV-00132,TKT-00214,tax,GVT,Government Passenger Tax,23.97,EUR
INL-01010,INV-00132,TKT-00214,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-01011,INV-00132,TKT-00214,airport_fee,SEC,Security Fee,11.01,EUR
INL-01012,INV-00132,TKT-00214,ancillary,SEATPR,Ancillary service: SEATPR,22.94,EUR
INL-01013,INV-00132,TKT-00214,ancillary,SEATXL,Ancillary service: SEATXL,55.05,EUR
INL-01014,INV-00133,TKT-00215,base_fare,BIZFL,Base fare: Business Flex,64890.67,TRY
INL-01015,INV-00133,TKT-00215,tax,GVT,Government Passenger Tax,4542.35,TRY
INL-01016,INV-00133,TKT-00215,airport_fee,PSC,Passenger Service Charge,1166.67,TRY
INL-01017,INV-00133,TKT-00215,airport_fee,SEC,Security Fee,400.0,TRY
INL-01018,INV-00134,TKT-00216,base_fare,PREMY,Base fare: Premium Economy,1397.51,EUR
INL-01019,INV-00134,TKT-00216,tax,GVT,Government Passenger Tax,97.83,EUR
INL-01020,INV-00134,TKT-00216,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-01021,INV-00134,TKT-00216,airport_fee,SEC,Security Fee,11.01,EUR
INL-01022,INV-00134,,discount,CORP-CORP-001,Discount: Corporate rate: Vantage Consulting Group,-167.7,EUR
INL-01023,INV-00135,TKT-00217,base_fare,BIZSV,Base fare: Business Saver,8983.25,BRL
INL-01024,INV-00135,TKT-00217,tax,GVT,Government Passenger Tax,628.83,BRL
INL-01025,INV-00135,TKT-00217,airport_fee,PSC,Passenger Service Charge,205.88,BRL
INL-01026,INV-00135,TKT-00217,airport_fee,SEC,Security Fee,70.59,BRL
INL-01027,INV-00135,TKT-00218,base_fare,BIZSV,Base fare: Business Saver,8983.25,BRL
INL-01028,INV-00135,TKT-00218,tax,GVT,Government Passenger Tax,628.83,BRL
INL-01029,INV-00135,TKT-00218,airport_fee,PSC,Passenger Service Charge,205.88,BRL
INL-01030,INV-00135,TKT-00218,airport_fee,SEC,Security Fee,70.59,BRL
INL-01031,INV-00135,TKT-00218,ancillary,SEATXL,Ancillary service: SEATXL,352.94,BRL
INL-01032,INV-00136,TKT-00219,base_fare,BIZSV,Base fare: Business Saver,2607.59,AED
INL-01033,INV-00136,TKT-00219,tax,GVT,Government Passenger Tax,182.53,AED
INL-01034,INV-00136,TKT-00219,airport_fee,PSC,Passenger Service Charge,128.53,AED
INL-01035,INV-00136,TKT-00219,airport_fee,SEC,Security Fee,44.07,AED
INL-01036,INV-00136,,discount,CORP-CORP-004,Discount: Corporate rate: Meridian Bank Group,-391.14,AED
INL-01037,INV-00137,TKT-00220,base_fare,BIZFL,Base fare: Business Flex,3984.84,USD
INL-01038,INV-00137,TKT-00220,tax,GVT,Government Passenger Tax,278.94,USD
INL-01039,INV-00137,TKT-00220,airport_fee,PSC,Passenger Service Charge,35.0,USD
INL-01040,INV-00137,TKT-00220,airport_fee,SEC,Security Fee,12.0,USD
INL-01041,INV-00138,TKT-00221,base_fare,PREMY,Base fare: Premium Economy,1000.2,SGD
INL-01042,INV-00138,TKT-00221,tax,GVT,Government Passenger Tax,70.01,SGD
INL-01043,INV-00138,TKT-00221,airport_fee,PSC,Passenger Service Charge,46.98,SGD
INL-01044,INV-00138,TKT-00221,airport_fee,SEC,Security Fee,16.11,SGD
INL-01045,INV-00138,TKT-00221,ancillary,BAG20,Ancillary service: BAG20,60.4,SGD
INL-01046,INV-00138,TKT-00222,base_fare,PREMY,Base fare: Premium Economy,1000.2,SGD
INL-01047,INV-00138,TKT-00222,tax,GVT,Government Passenger Tax,70.01,SGD
INL-01048,INV-00138,TKT-00222,airport_fee,PSC,Passenger Service Charge,46.98,SGD
INL-01049,INV-00138,TKT-00222,airport_fee,SEC,Security Fee,16.11,SGD
INL-01050,INV-00138,TKT-00223,base_fare,PREMY,Base fare: Premium Economy,1000.2,SGD
INL-01051,INV-00138,TKT-00223,tax,GVT,Government Passenger Tax,70.01,SGD
INL-01052,INV-00138,TKT-00223,airport_fee,PSC,Passenger Service Charge,46.98,SGD
INL-01053,INV-00138,TKT-00223,airport_fee,SEC,Security Fee,16.11,SGD
INL-01054,INV-00138,TKT-00223,ancillary,SEATXL,Ancillary service: SEATXL,80.54,SGD
INL-01055,INV-00138,TKT-00223,ancillary,MEALSP,Ancillary service: MEALSP,26.85,SGD
INL-01056,INV-00138,,discount,CORP-CORP-002,Discount: Corporate rate: Northfield Industrial Holdings,-300.06,SGD
INL-01057,INV-00139,TKT-00224,base_fare,BIZSV,Base fare: Business Saver,10243.57,CNY
INL-01058,INV-00139,TKT-00224,tax,GVT,Government Passenger Tax,717.05,CNY
INL-01059,INV-00139,TKT-00224,airport_fee,PSC,Passenger Service Charge,251.8,CNY
INL-01060,INV-00139,TKT-00224,airport_fee,SEC,Security Fee,86.33,CNY
INL-01061,INV-00139,TKT-00224,ancillary,LOUNGE,Ancillary service: LOUNGE,395.68,CNY
INL-01062,INV-00139,TKT-00224,ancillary,SEATXL,Ancillary service: SEATXL,431.65,CNY
INL-01063,INV-00140,TKT-00225,base_fare,PREMY,Base fare: Premium Economy,1179.08,EUR
INL-01064,INV-00140,TKT-00225,tax,GVT,Government Passenger Tax,82.54,EUR
INL-01065,INV-00140,TKT-00225,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-01066,INV-00140,TKT-00225,airport_fee,SEC,Security Fee,11.01,EUR
INL-01067,INV-00140,TKT-00226,base_fare,PREMY,Base fare: Premium Economy,1179.08,EUR
INL-01068,INV-00140,TKT-00226,tax,GVT,Government Passenger Tax,82.54,EUR
INL-01069,INV-00140,TKT-00226,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-01070,INV-00140,TKT-00226,airport_fee,SEC,Security Fee,11.01,EUR
INL-01071,INV-00141,TKT-00227,base_fare,ECOSV,Base fare: Economy Saver,855.07,CAD
INL-01072,INV-00141,TKT-00227,tax,GVT,Government Passenger Tax,59.85,CAD
INL-01073,INV-00141,TKT-00227,airport_fee,PSC,Passenger Service Charge,47.3,CAD
INL-01074,INV-00141,TKT-00227,airport_fee,SEC,Security Fee,16.22,CAD
INL-01075,INV-00141,TKT-00227,ancillary,MEALSP,Ancillary service: MEALSP,27.03,CAD
INL-01076,INV-00142,TKT-00228,base_fare,FIRST,Base fare: First,4244.28,AUD
INL-01077,INV-00142,TKT-00228,tax,GVT,Government Passenger Tax,297.1,AUD
INL-01078,INV-00142,TKT-00228,airport_fee,PSC,Passenger Service Charge,53.03,AUD
INL-01079,INV-00142,TKT-00228,airport_fee,SEC,Security Fee,18.18,AUD
INL-01080,INV-00142,TKT-00229,base_fare,FIRST,Base fare: First,4244.28,AUD
INL-01081,INV-00142,TKT-00229,tax,GVT,Government Passenger Tax,297.1,AUD
INL-01082,INV-00142,TKT-00229,airport_fee,PSC,Passenger Service Charge,53.03,AUD
INL-01083,INV-00142,TKT-00229,airport_fee,SEC,Security Fee,18.18,AUD
INL-01084,INV-00143,TKT-00230,base_fare,BIZSV,Base fare: Business Saver,2449.78,USD
INL-01085,INV-00143,TKT-00230,tax,GVT,Government Passenger Tax,171.48,USD
INL-01086,INV-00143,TKT-00230,airport_fee,PSC,Passenger Service Charge,35.0,USD
INL-01087,INV-00143,TKT-00230,airport_fee,SEC,Security Fee,12.0,USD
INL-01088,INV-00143,TKT-00231,base_fare,BIZSV,Base fare: Business Saver,2449.78,USD
INL-01089,INV-00143,TKT-00231,tax,GVT,Government Passenger Tax,171.48,USD
INL-01090,INV-00143,TKT-00231,airport_fee,PSC,Passenger Service Charge,35.0,USD
INL-01091,INV-00143,TKT-00231,airport_fee,SEC,Security Fee,12.0,USD
INL-01092,INV-00143,TKT-00232,base_fare,BIZSV,Base fare: Business Saver,2449.78,USD
INL-01093,INV-00143,TKT-00232,tax,GVT,Government Passenger Tax,171.48,USD
INL-01094,INV-00143,TKT-00232,airport_fee,PSC,Passenger Service Charge,35.0,USD
INL-01095,INV-00143,TKT-00232,airport_fee,SEC,Security Fee,12.0,USD
INL-01096,INV-00143,TKT-00232,ancillary,SEATPR,Ancillary service: SEATPR,25.0,USD
INL-01097,INV-00143,,discount,CORP-CORP-004,Discount: Corporate rate: Meridian Bank Group,-1102.4,USD
INL-01098,INV-00144,TKT-00233,base_fare,FIRST,Base fare: First,4956.43,AUD
INL-01099,INV-00144,TKT-00233,tax,GVT,Government Passenger Tax,346.95,AUD
INL-01100,INV-00144,TKT-00233,airport_fee,PSC,Passenger Service Charge,53.03,AUD
INL-01101,INV-00144,TKT-00233,airport_fee,SEC,Security Fee,18.18,AUD
INL-01102,INV-00144,TKT-00233,ancillary,LOUNGE,Ancillary service: LOUNGE,83.33,AUD
INL-01103,INV-00145,TKT-00234,base_fare,ECOFL,Base fare: Economy Flex,413.49,EUR
INL-01104,INV-00145,TKT-00234,tax,GVT,Government Passenger Tax,28.94,EUR
INL-01105,INV-00145,TKT-00234,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-01106,INV-00145,TKT-00234,airport_fee,SEC,Security Fee,11.01,EUR
INL-01107,INV-00145,TKT-00234,ancillary,MEALSP,Ancillary service: MEALSP,18.35,EUR
INL-01108,INV-00145,TKT-00235,base_fare,ECOFL,Base fare: Economy Flex,413.49,EUR
INL-01109,INV-00145,TKT-00235,tax,GVT,Government Passenger Tax,28.94,EUR
INL-01110,INV-00145,TKT-00235,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-01111,INV-00145,TKT-00235,airport_fee,SEC,Security Fee,11.01,EUR
INL-01112,INV-00146,TKT-00236,base_fare,BIZFL,Base fare: Business Flex,35583.7,ZAR
INL-01113,INV-00146,TKT-00236,tax,GVT,Government Passenger Tax,2490.86,ZAR
INL-01114,INV-00146,TKT-00236,airport_fee,PSC,Passenger Service Charge,648.15,ZAR
INL-01115,INV-00146,TKT-00236,airport_fee,SEC,Security Fee,222.22,ZAR
INL-01116,INV-00146,TKT-00236,ancillary,MEALSP,Ancillary service: MEALSP,370.37,ZAR
INL-01117,INV-00146,,discount,CORP-CORP-004,Discount: Corporate rate: Meridian Bank Group,-5337.55,ZAR
INL-01118,INV-00147,TKT-00237,base_fare,FIRST,Base fare: First,6328.65,EUR
INL-01119,INV-00147,TKT-00237,tax,GVT,Government Passenger Tax,443.01,EUR
INL-01120,INV-00147,TKT-00237,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-01121,INV-00147,TKT-00237,airport_fee,SEC,Security Fee,11.01,EUR
INL-01122,INV-00147,TKT-00237,ancillary,UPGCB,Ancillary service: UPGCB,201.83,EUR
INL-01123,INV-00147,TKT-00237,ancillary,BAG20,Ancillary service: BAG20,41.28,EUR
INL-01124,INV-00148,TKT-00238,base_fare,ECOFL,Base fare: Economy Flex,214.98,CAD
INL-01125,INV-00148,TKT-00238,tax,GVT,Government Passenger Tax,15.05,CAD
INL-01126,INV-00148,TKT-00238,airport_fee,PSC,Passenger Service Charge,47.3,CAD
INL-01127,INV-00148,TKT-00238,airport_fee,SEC,Security Fee,16.22,CAD
INL-01128,INV-00148,,discount,LOYALTY5,Discount: Loyalty 5 Percent,-10.75,CAD
INL-01129,INV-00149,TKT-00239,base_fare,BIZSV,Base fare: Business Saver,17624.29,CNY
INL-01130,INV-00149,TKT-00239,tax,GVT,Government Passenger Tax,1233.7,CNY
INL-01131,INV-00149,TKT-00239,airport_fee,PSC,Passenger Service Charge,251.8,CNY
INL-01132,INV-00149,TKT-00239,airport_fee,SEC,Security Fee,86.33,CNY
INL-01133,INV-00149,TKT-00240,base_fare,BIZSV,Base fare: Business Saver,17624.29,CNY
INL-01134,INV-00149,TKT-00240,tax,GVT,Government Passenger Tax,1233.7,CNY
INL-01135,INV-00149,TKT-00240,airport_fee,PSC,Passenger Service Charge,251.8,CNY
INL-01136,INV-00149,TKT-00240,airport_fee,SEC,Security Fee,86.33,CNY
INL-01137,INV-00149,TKT-00240,ancillary,SEATPR,Ancillary service: SEATPR,179.86,CNY
INL-01138,INV-00149,,discount,CORP-CORP-004,Discount: Corporate rate: Meridian Bank Group,-5287.29,CNY
INL-01139,INV-00150,TKT-00241,base_fare,FIRST,Base fare: First,5092.45,EUR
INL-01140,INV-00150,TKT-00241,tax,GVT,Government Passenger Tax,356.47,EUR
INL-01141,INV-00150,TKT-00241,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-01142,INV-00150,TKT-00241,airport_fee,SEC,Security Fee,11.01,EUR
INL-01143,INV-00150,TKT-00241,ancillary,SEATXL,Ancillary service: SEATXL,55.05,EUR
INL-01144,INV-00151,TKT-00242,base_fare,PREMY,Base fare: Premium Economy,1488.13,EUR
INL-01145,INV-00151,TKT-00242,tax,GVT,Government Passenger Tax,104.17,EUR
INL-01146,INV-00151,TKT-00242,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-01147,INV-00151,TKT-00242,airport_fee,SEC,Security Fee,11.01,EUR
INL-01148,INV-00152,TKT-00243,base_fare,ECOSV,Base fare: Economy Saver,715.83,EUR
INL-01149,INV-00152,TKT-00243,tax,GVT,Government Passenger Tax,50.11,EUR
INL-01150,INV-00152,TKT-00243,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-01151,INV-00152,TKT-00243,airport_fee,SEC,Security Fee,11.01,EUR
INL-01152,INV-00152,TKT-00244,base_fare,ECOSV,Base fare: Economy Saver,715.83,EUR
INL-01153,INV-00152,TKT-00244,tax,GVT,Government Passenger Tax,50.11,EUR
INL-01154,INV-00152,TKT-00244,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-01155,INV-00152,TKT-00244,airport_fee,SEC,Security Fee,11.01,EUR
INL-01156,INV-00152,TKT-00244,ancillary,BAG20,Ancillary service: BAG20,41.28,EUR
INL-01157,INV-00152,,discount,CORP-CORP-002,Discount: Corporate rate: Northfield Industrial Holdings,-143.17,EUR
INL-01158,INV-00153,TKT-00245,base_fare,BIZSV,Base fare: Business Saver,4390.84,AUD
INL-01159,INV-00153,TKT-00245,tax,GVT,Government Passenger Tax,307.36,AUD
INL-01160,INV-00153,TKT-00245,airport_fee,PSC,Passenger Service Charge,53.03,AUD
INL-01161,INV-00153,TKT-00245,airport_fee,SEC,Security Fee,18.18,AUD
INL-01162,INV-00154,TKT-00246,base_fare,FIRST,Base fare: First,5966.19,EUR
INL-01163,INV-00154,TKT-00246,tax,GVT,Government Passenger Tax,417.63,EUR
INL-01164,INV-00154,TKT-00246,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-01165,INV-00154,TKT-00246,airport_fee,SEC,Security Fee,11.01,EUR
INL-01166,INV-00154,TKT-00246,ancillary,MEALSP,Ancillary service: MEALSP,18.35,EUR
INL-01167,INV-00154,TKT-00246,ancillary,BAG20,Ancillary service: BAG20,41.28,EUR
INL-01168,INV-00155,TKT-00247,base_fare,ECOFL,Base fare: Economy Flex,23094.6,TRY
INL-01169,INV-00155,TKT-00247,tax,GVT,Government Passenger Tax,1616.62,TRY
INL-01170,INV-00155,TKT-00247,airport_fee,PSC,Passenger Service Charge,1166.67,TRY
INL-01171,INV-00155,TKT-00247,airport_fee,SEC,Security Fee,400.0,TRY
INL-01172,INV-00155,TKT-00247,ancillary,UPGCB,Ancillary service: UPGCB,7333.33,TRY
INL-01173,INV-00155,TKT-00248,base_fare,ECOFL,Base fare: Economy Flex,23094.6,TRY
INL-01174,INV-00155,TKT-00248,tax,GVT,Government Passenger Tax,1616.62,TRY
INL-01175,INV-00155,TKT-00248,airport_fee,PSC,Passenger Service Charge,1166.67,TRY
INL-01176,INV-00155,TKT-00248,airport_fee,SEC,Security Fee,400.0,TRY
INL-01177,INV-00155,TKT-00249,base_fare,ECOFL,Base fare: Economy Flex,23094.6,TRY
INL-01178,INV-00155,TKT-00249,tax,GVT,Government Passenger Tax,1616.62,TRY
INL-01179,INV-00155,TKT-00249,airport_fee,PSC,Passenger Service Charge,1166.67,TRY
INL-01180,INV-00155,TKT-00249,airport_fee,SEC,Security Fee,400.0,TRY
INL-01181,INV-00155,TKT-00249,ancillary,WIFI,Ancillary service: WIFI,500.0,TRY
INL-01182,INV-00155,,discount,LOYALTY5,Discount: Loyalty 5 Percent,-3464.19,TRY
INL-01183,INV-00156,TKT-00250,base_fare,BIZSV,Base fare: Business Saver,105977.31,JPY
INL-01184,INV-00156,TKT-00250,tax,GVT,Government Passenger Tax,7418.41,JPY
INL-01185,INV-00156,TKT-00250,airport_fee,PSC,Passenger Service Charge,5223.88,JPY
INL-01186,INV-00156,TKT-00250,airport_fee,SEC,Security Fee,1791.04,JPY
INL-01187,INV-00156,TKT-00250,ancillary,SEATPR,Ancillary service: SEATPR,3731.34,JPY
INL-01188,INV-00156,TKT-00251,base_fare,BIZSV,Base fare: Business Saver,105977.31,JPY
INL-01189,INV-00156,TKT-00251,tax,GVT,Government Passenger Tax,7418.41,JPY
INL-01190,INV-00156,TKT-00251,airport_fee,PSC,Passenger Service Charge,5223.88,JPY
