flight_instance_id,schedule_id,flight_number,flight_date,origin_ident,destination_ident,aircraft_registration,scheduled_departure_utc,scheduled_arrival_utc,status
FLT-00550,SCH-00031,PC107,2026-01-16,WSSS,RJAA,SG-PC002,2026-01-15T22:00:00Z,2026-01-16T05:08:00Z,scheduled
FLT-00551,SCH-00031,PC107,2026-01-19,WSSS,RJAA,SG-PC002,2026-01-18T22:00:00Z,2026-01-19T05:08:00Z,scheduled
FLT-00552,SCH-00031,PC107,2026-01-21,WSSS,RJAA,SG-PC002,2026-01-20T22:00:00Z,2026-01-21T05:08:00Z,scheduled
FLT-00553,SCH-00032,PC108,2025-12-25,RJAA,WSSS,SG-PC002,2025-12-25T00:30:00Z,2025-12-25T07:38:00Z,completed
FLT-00554,SCH-00032,PC108,2025-12-27,RJAA,WSSS,SG-PC002,2025-12-27T00:30:00Z,2025-12-27T07:38:00Z,completed
FLT-00555,SCH-00032,PC108,2025-12-30,RJAA,WSSS,SG-PC002,2025-12-30T00:30:00Z,2025-12-30T07:38:00Z,completed
FLT-00556,SCH-00032,PC108,2026-01-01,RJAA,WSSS,SG-PC002,2026-01-01T00:30:00Z,2026-01-01T07:38:00Z,completed
FLT-00557,SCH-00032,PC108,2026-01-03,RJAA,WSSS,SG-PC002,2026-01-03T00:30:00Z,2026-01-03T07:38:00Z,completed
FLT-00558,SCH-00032,PC108,2026-01-06,RJAA,WSSS,SG-PC002,2026-01-06T00:30:00Z,2026-01-06T07:38:00Z,completed
FLT-00559,SCH-00032,PC108,2026-01-08,RJAA,WSSS,SG-PC002,2026-01-08T00:30:00Z,2026-01-08T07:38:00Z,completed
FLT-00560,SCH-00032,PC108,2026-01-10,RJAA,WSSS,SG-PC002,2026-01-10T00:30:00Z,2026-01-10T07:38:00Z,completed
FLT-00561,SCH-00032,PC108,2026-01-13,RJAA,WSSS,SG-PC002,2026-01-13T00:30:00Z,2026-01-13T07:38:00Z,completed
FLT-00562,SCH-00032,PC108,2026-01-15,RJAA,WSSS,SG-PC002,2026-01-15T00:30:00Z,2026-01-15T07:38:00Z,scheduled
FLT-00563,SCH-00032,PC108,2026-01-17,RJAA,WSSS,SG-PC002,2026-01-17T00:30:00Z,2026-01-17T07:38:00Z,scheduled
FLT-00564,SCH-00032,PC108,2026-01-20,RJAA,WSSS,SG-PC002,2026-01-20T00:30:00Z,2026-01-20T07:38:00Z,scheduled
FLT-00565,SCH-00032,PC108,2026-01-22,RJAA,WSSS,SG-PC002,2026-01-22T00:30:00Z,2026-01-22T07:38:00Z,scheduled
FLT-00566,SCH-00033,DF101,2025-12-25,OMDB,VHHH,AE-DF002,2025-12-25T08:00:00Z,2025-12-25T15:53:00Z,completed
FLT-00567,SCH-00033,DF101,2025-12-26,OMDB,VHHH,AE-DF002,2025-12-26T08:00:00Z,2025-12-26T15:53:00Z,completed
FLT-00568,SCH-00033,DF101,2025-12-27,OMDB,VHHH,AE-DF002,2025-12-27T08:00:00Z,2025-12-27T15:53:00Z,completed
FLT-00569,SCH-00033,DF101,2025-12-28,OMDB,VHHH,AE-DF002,2025-12-28T08:00:00Z,2025-12-28T15:53:00Z,completed
FLT-00570,SCH-00033,DF101,2025-12-29,OMDB,VHHH,AE-DF002,2025-12-29T08:00:00Z,2025-12-29T15:53:00Z,completed
FLT-00571,SCH-00033,DF101,2025-12-30,OMDB,VHHH,AE-DF002,2025-12-30T08:00:00Z,2025-12-30T15:53:00Z,completed
FLT-00572,SCH-00033,DF101,2025-12-31,OMDB,VHHH,AE-DF002,2025-12-31T08:00:00Z,2025-12-31T15:53:00Z,completed
FLT-00573,SCH-00033,DF101,2026-01-01,OMDB,VHHH,AE-DF002,2026-01-01T08:00:00Z,2026-01-01T15:53:00Z,completed
FLT-00574,SCH-00033,DF101,2026-01-02,OMDB,VHHH,AE-DF002,2026-01-02T08:00:00Z,2026-01-02T15:53:00Z,completed
FLT-00575,SCH-00033,DF101,2026-01-03,OMDB,VHHH,AE-DF002,2026-01-03T08:00:00Z,2026-01-03T15:53:00Z,completed
FLT-00576,SCH-00033,DF101,2026-01-04,OMDB,VHHH,AE-DF002,2026-01-04T08:00:00Z,2026-01-04T15:53:00Z,completed
FLT-00577,SCH-00033,DF101,2026-01-05,OMDB,VHHH,AE-DF002,2026-01-05T08:00:00Z,2026-01-05T15:53:00Z,completed
FLT-00578,SCH-00033,DF101,2026-01-06,OMDB,VHHH,AE-DF002,2026-01-06T08:00:00Z,2026-01-06T15:53:00Z,completed
FLT-00579,SCH-00033,DF101,2026-01-07,OMDB,VHHH,AE-DF002,2026-01-07T08:00:00Z,2026-01-07T15:53:00Z,completed
FLT-00580,SCH-00033,DF101,2026-01-08,OMDB,VHHH,AE-DF002,2026-01-08T08:00:00Z,2026-01-08T15:53:00Z,completed
FLT-00581,SCH-00033,DF101,2026-01-09,OMDB,VHHH,AE-DF002,2026-01-09T08:00:00Z,2026-01-09T15:53:00Z,completed
FLT-00582,SCH-00033,DF101,2026-01-10,OMDB,VHHH,AE-DF002,2026-01-10T08:00:00Z,2026-01-10T15:53:00Z,completed
FLT-00583,SCH-00033,DF101,2026-01-11,OMDB,VHHH,AE-DF002,2026-01-11T08:00:00Z,2026-01-11T15:53:00Z,completed
FLT-00584,SCH-00033,DF101,2026-01-12,OMDB,VHHH,AE-DF002,2026-01-12T08:00:00Z,2026-01-12T15:53:00Z,completed
FLT-00585,SCH-00033,DF101,2026-01-13,OMDB,VHHH,AE-DF002,2026-01-13T08:00:00Z,2026-01-13T15:53:00Z,completed
FLT-00586,SCH-00033,DF101,2026-01-14,OMDB,VHHH,AE-DF002,2026-01-14T08:00:00Z,2026-01-14T15:53:00Z,completed
FLT-00587,SCH-00033,DF101,2026-01-15,OMDB,VHHH,AE-DF002,2026-01-15T08:00:00Z,2026-01-15T15:53:00Z,scheduled
FLT-00588,SCH-00033,DF101,2026-01-16,OMDB,VHHH,AE-DF002,2026-01-16T08:00:00Z,2026-01-16T15:53:00Z,scheduled
FLT-00589,SCH-00033,DF101,2026-01-17,OMDB,VHHH,AE-DF002,2026-01-17T08:00:00Z,2026-01-17T15:53:00Z,scheduled
FLT-00590,SCH-00033,DF101,2026-01-18,OMDB,VHHH,AE-DF002,2026-01-18T08:00:00Z,2026-01-18T15:53:00Z,scheduled
FLT-00591,SCH-00033,DF101,2026-01-19,OMDB,VHHH,AE-DF002,2026-01-19T08:00:00Z,2026-01-19T15:53:00Z,scheduled
FLT-00592,SCH-00033,DF101,2026-01-20,OMDB,VHHH,AE-DF002,2026-01-20T08:00:00Z,2026-01-20T15:53:00Z,scheduled
FLT-00593,SCH-00033,DF101,2026-01-21,OMDB,VHHH,AE-DF002,2026-01-21T08:00:00Z,2026-01-21T15:53:00Z,scheduled
FLT-00594,SCH-00033,DF101,2026-01-22,OMDB,VHHH,AE-DF002,2026-01-22T08:00:00Z,2026-01-22T15:53:00Z,scheduled
FLT-00595,SCH-00034,DF102,2025-12-26,VHHH,OMDB,AE-DF002,2025-12-26T07:30:00Z,2025-12-26T15:23:00Z,completed
FLT-00596,SCH-00034,DF102,2025-12-29,VHHH,OMDB,AE-DF002,2025-12-29T07:30:00Z,2025-12-29T15:23:00Z,completed
FLT-00597,SCH-00034,DF102,2025-12-31,VHHH,OMDB,AE-DF002,2025-12-31T07:30:00Z,2025-12-31T15:23:00Z,completed
FLT-00598,SCH-00034,DF102,2026-01-02,VHHH,OMDB,AE-DF002,2026-01-02T07:30:00Z,2026-01-02T15:23:00Z,completed
FLT-00599,SCH-00034,DF102,2026-01-05,VHHH,OMDB,AE-DF002,2026-01-05T07:30:00Z,2026-01-05T15:23:00Z,completed
FLT-00600,SCH-00034,DF102,2026-01-07,VHHH,OMDB,AE-DF002,2026-01-07T07:30:00Z,2026-01-07T15:23:00Z,completed
FLT-00601,SCH-00034,DF102,2026-01-09,VHHH,OMDB,AE-DF002,2026-01-09T07:30:00Z,2026-01-09T15:23:00Z,completed
FLT-00602,SCH-00034,DF102,2026-01-12,VHHH,OMDB,AE-DF002,2026-01-12T07:30:00Z,2026-01-12T15:23:00Z,completed
FLT-00603,SCH-00034,DF102,2026-01-14,VHHH,OMDB,AE-DF002,2026-01-14T07:30:00Z,2026-01-14T15:23:00Z,completed
FLT-00604,SCH-00034,DF102,2026-01-16,VHHH,OMDB,AE-DF002,2026-01-16T07:30:00Z,2026-01-16T15:23:00Z,scheduled
FLT-00605,SCH-00034,DF102,2026-01-19,VHHH,OMDB,AE-DF002,2026-01-19T07:30:00Z,2026-01-19T15:23:00Z,scheduled
FLT-00606,SCH-00034,DF102,2026-01-21,VHHH,OMDB,AE-DF002,2026-01-21T07:30:00Z,2026-01-21T15:23:00Z,scheduled
FLT-00607,SCH-00035,DF103,2025-12-25,OMDB,YSSY,AE-DF001,2025-12-25T14:00:00Z,2025-12-26T04:08:00Z,completed
FLT-00608,SCH-00035,DF103,2025-12-27,OMDB,YSSY,AE-DF002,2025-12-27T14:00:00Z,2025-12-28T04:08:00Z,completed
FLT-00609,SCH-00035,DF103,2025-12-30,OMDB,YSSY,AE-DF003,2025-12-30T14:00:00Z,2025-12-31T04:08:00Z,completed
FLT-00610,SCH-00035,DF103,2026-01-01,OMDB,YSSY,AE-DF004,2026-01-01T14:00:00Z,2026-01-02T04:08:00Z,completed
FLT-00611,SCH-00035,DF103,2026-01-03,OMDB,YSSY,AE-DF001,2026-01-03T14:00:00Z,2026-01-04T04:08:00Z,completed
FLT-00612,SCH-00035,DF103,2026-01-06,OMDB,YSSY,AE-DF002,2026-01-06T14:00:00Z,2026-01-07T04:08:00Z,completed
FLT-00613,SCH-00035,DF103,2026-01-08,OMDB,YSSY,AE-DF003,2026-01-08T14:00:00Z,2026-01-09T04:08:00Z,completed
FLT-00614,SCH-00035,DF103,2026-01-10,OMDB,YSSY,AE-DF004,2026-01-10T14:00:00Z,2026-01-11T04:08:00Z,completed
FLT-00615,SCH-00035,DF103,2026-01-13,OMDB,YSSY,AE-DF001,2026-01-13T14:00:00Z,2026-01-14T04:08:00Z,completed
FLT-00616,SCH-00035,DF103,2026-01-15,OMDB,YSSY,AE-DF002,2026-01-15T14:00:00Z,2026-01-16T04:08:00Z,scheduled
FLT-00617,SCH-00035,DF103,2026-01-17,OMDB,YSSY,AE-DF003,2026-01-17T14:00:00Z,2026-01-18T04:08:00Z,scheduled
FLT-00618,SCH-00035,DF103,2026-01-20,OMDB,YSSY,AE-DF004,2026-01-20T14:00:00Z,2026-01-21T04:08:00Z,scheduled
FLT-00619,SCH-00035,DF103,2026-01-22,OMDB,YSSY,AE-DF001,2026-01-22T14:00:00Z,2026-01-23T04:08:00Z,scheduled
FLT-00620,SCH-00036,DF104,2025-12-25,YSSY,OMDB,AE-DF001,2025-12-24T20:30:00Z,2025-12-25T10:38:00Z,completed
FLT-00621,SCH-00036,DF104,2025-12-26,YSSY,OMDB,AE-DF002,2025-12-25T20:30:00Z,2025-12-26T10:38:00Z,completed
FLT-00622,SCH-00036,DF104,2025-12-27,YSSY,OMDB,AE-DF003,2025-12-26T20:30:00Z,2025-12-27T10:38:00Z,completed
FLT-00623,SCH-00036,DF104,2025-12-28,YSSY,OMDB,AE-DF004,2025-12-27T20:30:00Z,2025-12-28T10:38:00Z,completed
FLT-00624,SCH-00036,DF104,2025-12-29,YSSY,OMDB,AE-DF001,2025-12-28T20:30:00Z,2025-12-29T10:38:00Z,completed
FLT-00625,SCH-00036,DF104,2025-12-30,YSSY,OMDB,AE-DF002,2025-12-29T20:30:00Z,2025-12-30T10:38:00Z,completed
FLT-00626,SCH-00036,DF104,2025-12-31,YSSY,OMDB,AE-DF003,2025-12-30T20:30:00Z,2025-12-31T10:38:00Z,completed
FLT-00627,SCH-00036,DF104,2026-01-01,YSSY,OMDB,AE-DF004,2025-12-31T20:30:00Z,2026-01-01T10:38:00Z,completed
FLT-00628,SCH-00036,DF104,2026-01-02,YSSY,OMDB,AE-DF001,2026-01-01T20:30:00Z,2026-01-02T10:38:00Z,completed
FLT-00629,SCH-00036,DF104,2026-01-03,YSSY,OMDB,AE-DF002,2026-01-02T20:30:00Z,2026-01-03T10:38:00Z,completed
FLT-00630,SCH-00036,DF104,2026-01-04,YSSY,OMDB,AE-DF003,2026-01-03T20:30:00Z,2026-01-04T10:38:00Z,completed
FLT-00631,SCH-00036,DF104,2026-01-05,YSSY,OMDB,AE-DF004,2026-01-04T20:30:00Z,2026-01-05T10:38:00Z,completed
FLT-00632,SCH-00036,DF104,2026-01-06,YSSY,OMDB,AE-DF001,2026-01-05T20:30:00Z,2026-01-06T10:38:00Z,completed
FLT-00633,SCH-00036,DF104,2026-01-07,YSSY,OMDB,AE-DF002,2026-01-06T20:30:00Z,2026-01-07T10:38:00Z,completed
FLT-00634,SCH-00036,DF104,2026-01-08,YSSY,OMDB,AE-DF003,2026-01-07T20:30:00Z,2026-01-08T10:38:00Z,completed
FLT-00635,SCH-00036,DF104,2026-01-09,YSSY,OMDB,AE-DF004,2026-01-08T20:30:00Z,2026-01-09T10:38:00Z,completed
FLT-00636,SCH-00036,DF104,2026-01-10,YSSY,OMDB,AE-DF001,2026-01-09T20:30:00Z,2026-01-10T10:38:00Z,completed
FLT-00637,SCH-00036,DF104,2026-01-11,YSSY,OMDB,AE-DF002,2026-01-10T20:30:00Z,2026-01-11T10:38:00Z,completed
FLT-00638,SCH-00036,DF104,2026-01-12,YSSY,OMDB,AE-DF003,2026-01-11T20:30:00Z,2026-01-12T10:38:00Z,completed
FLT-00639,SCH-00036,DF104,2026-01-13,YSSY,OMDB,AE-DF004,2026-01-12T20:30:00Z,2026-01-13T10:38:00Z,completed
FLT-00640,SCH-00036,DF104,2026-01-14,YSSY,OMDB,AE-DF001,2026-01-13T20:30:00Z,2026-01-14T10:38:00Z,completed
FLT-00641,SCH-00036,DF104,2026-01-15,YSSY,OMDB,AE-DF002,2026-01-14T20:30:00Z,2026-01-15T10:38:00Z,scheduled
FLT-00642,SCH-00036,DF104,2026-01-16,YSSY,OMDB,AE-DF003,2026-01-15T20:30:00Z,2026-01-16T10:38:00Z,scheduled
FLT-00643,SCH-00036,DF104,2026-01-17,YSSY,OMDB,AE-DF004,2026-01-16T20:30:00Z,2026-01-17T10:38:00Z,scheduled
FLT-00644,SCH-00036,DF104,2026-01-18,YSSY,OMDB,AE-DF001,2026-01-17T20:30:00Z,2026-01-18T10:38:00Z,scheduled
FLT-00645,SCH-00036,DF104,2026-01-19,YSSY,OMDB,AE-DF002,2026-01-18T20:30:00Z,2026-01-19T10:38:00Z,scheduled
FLT-00646,SCH-00036,DF104,2026-01-20,YSSY,OMDB,AE-DF003,2026-01-19T20:30:00Z,2026-01-20T10:38:00Z,scheduled
FLT-00647,SCH-00036,DF104,2026-01-21,YSSY,OMDB,AE-DF004,2026-01-20T20:30:00Z,2026-01-21T10:38:00Z,scheduled
FLT-00648,SCH-00036,DF104,2026-01-22,YSSY,OMDB,AE-DF001,2026-01-21T20:30:00Z,2026-01-22T10:38:00Z,scheduled
FLT-00649,SCH-00037,DF105,2025-12-26,OMDB,LEMD,AE-DF002,2025-12-26T05:00:00Z,2025-12-26T12:33:00Z,completed
FLT-00650,SCH-00037,DF105,2025-12-29,OMDB,LEMD,AE-DF002,2025-12-29T05:00:00Z,2025-12-29T12:33:00Z,completed
FLT-00651,SCH-00037,DF105,2025-12-31,OMDB,LEMD,AE-DF002,2025-12-31T05:00:00Z,2025-12-31T12:33:00Z,completed
FLT-00652,SCH-00037,DF105,2026-01-02,OMDB,LEMD,AE-DF002,2026-01-02T05:00:00Z,2026-01-02T12:33:00Z,completed
FLT-00653,SCH-00037,DF105,2026-01-05,OMDB,LEMD,AE-DF002,2026-01-05T05:00:00Z,2026-01-05T12:33:00Z,completed
FLT-00654,SCH-00037,DF105,2026-01-07,OMDB,LEMD,AE-DF002,2026-01-07T05:00:00Z,2026-01-07T12:33:00Z,completed
FLT-00655,SCH-00037,DF105,2026-01-09,OMDB,LEMD,AE-DF002,2026-01-09T05:00:00Z,2026-01-09T12:33:00Z,completed
FLT-00656,SCH-00037,DF105,2026-01-12,OMDB,LEMD,AE-DF002,2026-01-12T05:00:00Z,2026-01-12T12:33:00Z,completed
FLT-00657,SCH-00037,DF105,2026-01-14,OMDB,LEMD,AE-DF002,2026-01-14T05:00:00Z,2026-01-14T12:33:00Z,completed
FLT-00658,SCH-00037,DF105,2026-01-16,OMDB,LEMD,AE-DF002,2026-01-16T05:00:00Z,2026-01-16T12:33:00Z,scheduled
FLT-00659,SCH-00037,DF105,2026-01-19,OMDB,LEMD,AE-DF002,2026-01-19T05:00:00Z,2026-01-19T12:33:00Z,scheduled
FLT-00660,SCH-00037,DF105,2026-01-21,OMDB,LEMD,AE-DF002,2026-01-21T05:00:00Z,2026-01-21T12:33:00Z,scheduled
FLT-00661,SCH-00038,DF106,2025-12-25,LEMD,OMDB,AE-DF002,2025-12-25T11:30:00Z,2025-12-25T19:03:00Z,completed
FLT-00662,SCH-00038,DF106,2025-12-27,LEMD,OMDB,AE-DF002,2025-12-27T11:30:00Z,2025-12-27T19:03:00Z,completed
FLT-00663,SCH-00038,DF106,2025-12-30,LEMD,OMDB,AE-DF002,2025-12-30T11:30:00Z,2025-12-30T19:03:00Z,completed
FLT-00664,SCH-00038,DF106,2026-01-01,LEMD,OMDB,AE-DF002,2026-01-01T11:30:00Z,2026-01-01T19:03:00Z,completed
FLT-00665,SCH-00038,DF106,2026-01-03,LEMD,OMDB,AE-DF002,2026-01-03T11:30:00Z,2026-01-03T19:03:00Z,completed
FLT-00666,SCH-00038,DF106,2026-01-06,LEMD,OMDB,AE-DF002,2026-01-06T11:30:00Z,2026-01-06T19:03:00Z,completed
FLT-00667,SCH-00038,DF106,2026-01-08,LEMD,OMDB,AE-DF002,2026-01-08T11:30:00Z,2026-01-08T19:03:00Z,completed
FLT-00668,SCH-00038,DF106,2026-01-10,LEMD,OMDB,AE-DF002,2026-01-10T11:30:00Z,2026-01-10T19:03:00Z,completed
FLT-00669,SCH-00038,DF106,2026-01-13,LEMD,OMDB,AE-DF002,2026-01-13T11:30:00Z,2026-01-13T19:03:00Z,completed
FLT-00670,SCH-00038,DF106,2026-01-15,LEMD,OMDB,AE-DF002,2026-01-15T11:30:00Z,2026-01-15T19:03:00Z,scheduled
FLT-00671,SCH-00038,DF106,2026-01-17,LEMD,OMDB,AE-DF002,2026-01-17T11:30:00Z,2026-01-17T19:03:00Z,scheduled
FLT-00672,SCH-00038,DF106,2026-01-20,LEMD,OMDB,AE-DF002,2026-01-20T11:30:00Z,2026-01-20T19:03:00Z,scheduled
FLT-00673,SCH-00038,DF106,2026-01-22,LEMD,OMDB,AE-DF002,2026-01-22T11:30:00Z,2026-01-22T19:03:00Z,scheduled
FLT-00674,SCH-00039,DF107,2025-12-25,OMDB,KATL,AE-DF001,2025-12-25T11:00:00Z,2025-12-26T01:19:00Z,completed
FLT-00675,SCH-00039,DF107,2025-12-26,OMDB,KATL,AE-DF002,2025-12-26T11:00:00Z,2025-12-27T01:19:00Z,completed
FLT-00676,SCH-00039,DF107,2025-12-27,OMDB,KATL,AE-DF003,2025-12-27T11:00:00Z,2025-12-28T01:19:00Z,completed
FLT-00677,SCH-00039,DF107,2025-12-28,OMDB,KATL,AE-DF004,2025-12-28T11:00:00Z,2025-12-29T01:19:00Z,completed
FLT-00678,SCH-00039,DF107,2025-12-29,OMDB,KATL,AE-DF001,2025-12-29T11:00:00Z,2025-12-30T01:19:00Z,completed
FLT-00679,SCH-00039,DF107,2025-12-30,OMDB,KATL,AE-DF002,2025-12-30T11:00:00Z,2025-12-31T01:19:00Z,completed
FLT-00680,SCH-00039,DF107,2025-12-31,OMDB,KATL,AE-DF003,2025-12-31T11:00:00Z,2026-01-01T01:19:00Z,completed
FLT-00681,SCH-00039,DF107,2026-01-01,OMDB,KATL,AE-DF004,2026-01-01T11:00:00Z,2026-01-02T01:19:00Z,completed
FLT-00682,SCH-00039,DF107,2026-01-02,OMDB,KATL,AE-DF001,2026-01-02T11:00:00Z,2026-01-03T01:19:00Z,completed
FLT-00683,SCH-00039,DF107,2026-01-03,OMDB,KATL,AE-DF002,2026-01-03T11:00:00Z,2026-01-04T01:19:00Z,completed
FLT-00684,SCH-00039,DF107,2026-01-04,OMDB,KATL,AE-DF003,2026-01-04T11:00:00Z,2026-01-05T01:19:00Z,completed
FLT-00685,SCH-00039,DF107,2026-01-05,OMDB,KATL,AE-DF004,2026-01-05T11:00:00Z,2026-01-06T01:19:00Z,completed
FLT-00686,SCH-00039,DF107,2026-01-06,OMDB,KATL,AE-DF001,2026-01-06T11:00:00Z,2026-01-07T01:19:00Z,completed
FLT-00687,SCH-00039,DF107,2026-01-07,OMDB,KATL,AE-DF002,2026-01-07T11:00:00Z,2026-01-08T01:19:00Z,completed
FLT-00688,SCH-00039,DF107,2026-01-08,OMDB,KATL,AE-DF003,2026-01-08T11:00:00Z,2026-01-09T01:19:00Z,completed
FLT-00689,SCH-00039,DF107,2026-01-09,OMDB,KATL,AE-DF004,2026-01-09T11:00:00Z,2026-01-10T01:19:00Z,completed
FLT-00690,SCH-00039,DF107,2026-01-10,OMDB,KATL,AE-DF001,2026-01-10T11:00:00Z,2026-01-11T01:19:00Z,completed
FLT-00691,SCH-00039,DF107,2026-01-11,OMDB,KATL,AE-DF002,2026-01-11T11:00:00Z,2026-01-12T01:19:00Z,completed
FLT-00692,SCH-00039,DF107,2026-01-12,OMDB,KATL,AE-DF003,2026-01-12T11:00:00Z,2026-01-13T01:19:00Z,completed
FLT-00693,SCH-00039,DF107,2026-01-13,OMDB,KATL,AE-DF004,2026-01-13T11:00:00Z,2026-01-14T01:19:00Z,completed
FLT-00694,SCH-00039,DF107,2026-01-14,OMDB,KATL,AE-DF001,2026-01-14T11:00:00Z,2026-01-15T01:19:00Z,completed
FLT-00695,SCH-00039,DF107,2026-01-15,OMDB,KATL,AE-DF002,2026-01-15T11:00:00Z,2026-01-16T01:19:00Z,scheduled
FLT-00696,SCH-00039,DF107,2026-01-16,OMDB,KATL,AE-DF003,2026-01-16T11:00:00Z,2026-01-17T01:19:00Z,scheduled
FLT-00697,SCH-00039,DF107,2026-01-17,OMDB,KATL,AE-DF004,2026-01-17T11:00:00Z,2026-01-18T01:19:00Z,scheduled
FLT-00698,SCH-00039,DF107,2026-01-18,OMDB,KATL,AE-DF001,2026-01-18T11:00:00Z,2026-01-19T01:19:00Z,scheduled
FLT-00699,SCH-00039,DF107,2026-01-19,OMDB,KATL,AE-DF002,2026-01-19T11:00:00Z,2026-01-20T01:19:00Z,scheduled
FLT-00700,SCH-00039,DF107,2026-01-20,OMDB,KATL,AE-DF003,2026-01-20T11:00:00Z,2026-01-21T01:19:00Z,scheduled
FLT-00701,SCH-00039,DF107,2026-01-21,OMDB,KATL,AE-DF004,2026-01-21T11:00:00Z,2026-01-22T01:19:00Z,scheduled
FLT-00702,SCH-00039,DF107,2026-01-22,OMDB,KATL,AE-DF001,2026-01-22T11:00:00Z,2026-01-23T01:19:00Z,scheduled
FLT-00703,SCH-00040,DF108,2025-12-26,KATL,OMDB,AE-DF001,2025-12-26T23:30:00Z,2025-12-27T13:49:00Z,completed
FLT-00704,SCH-00040,DF108,2025-12-29,KATL,OMDB,AE-DF002,2025-12-29T23:30:00Z,2025-12-30T13:49:00Z,completed
FLT-00705,SCH-00040,DF108,2025-12-31,KATL,OMDB,AE-DF003,2025-12-31T23:30:00Z,2026-01-01T13:49:00Z,completed
FLT-00706,SCH-00040,DF108,2026-01-02,KATL,OMDB,AE-DF004,2026-01-02T23:30:00Z,2026-01-03T13:49:00Z,completed
FLT-00707,SCH-00040,DF108,2026-01-05,KATL,OMDB,AE-DF001,2026-01-05T23:30:00Z,2026-01-06T13:49:00Z,completed
FLT-00708,SCH-00040,DF108,2026-01-07,KATL,OMDB,AE-DF002,2026-01-07T23:30:00Z,2026-01-08T13:49:00Z,completed
FLT-00709,SCH-00040,DF108,2026-01-09,KATL,OMDB,AE-DF003,2026-01-09T23:30:00Z,2026-01-10T13:49:00Z,completed
FLT-00710,SCH-00040,DF108,2026-01-12,KATL,OMDB,AE-DF004,2026-01-12T23:30:00Z,2026-01-13T13:49:00Z,completed
FLT-00711,SCH-00040,DF108,2026-01-14,KATL,OMDB,AE-DF001,2026-01-14T23:30:00Z,2026-01-15T13:49:00Z,completed
FLT-00712,SCH-00040,DF108,2026-01-16,KATL,OMDB,AE-DF002,2026-01-16T23:30:00Z,2026-01-17T13:49:00Z,scheduled
FLT-00713,SCH-00040,DF108,2026-01-19,KATL,OMDB,AE-DF003,2026-01-19T23:30:00Z,2026-01-20T13:49:00Z,scheduled
FLT-00714,SCH-00040,DF108,2026-01-21,KATL,OMDB,AE-DF004,2026-01-21T23:30:00Z,2026-01-22T13:49:00Z,scheduled
FLT-00715,SCH-00041,SX101,2025-12-25,YSSY,KORD,AU-SX001,2025-12-24T20:00:00Z,2025-12-25T13:16:00Z,completed
FLT-00716,SCH-00041,SX101,2025-12-27,YSSY,KORD,AU-SX002,2025-12-26T20:00:00Z,2025-12-27T13:16:00Z,completed
FLT-00717,SCH-00041,SX101,2025-12-30,YSSY,KORD,AU-SX003,2025-12-29T20:00:00Z,2025-12-30T13:16:00Z,completed
FLT-00718,SCH-00041,SX101,2026-01-01,YSSY,KORD,AU-SX004,2025-12-31T20:00:00Z,2026-01-01T13:16:00Z,completed
FLT-00719,SCH-00041,SX101,2026-01-03,YSSY,KORD,AU-SX001,2026-01-02T20:00:00Z,2026-01-03T13:16:00Z,completed
FLT-00720,SCH-00041,SX101,2026-01-06,YSSY,KORD,AU-SX002,2026-01-05T20:00:00Z,2026-01-06T13:16:00Z,completed
FLT-00721,SCH-00041,SX101,2026-01-08,YSSY,KORD,AU-SX003,2026-01-07T20:00:00Z,2026-01-08T13:16:00Z,completed
FLT-00722,SCH-00041,SX101,2026-01-10,YSSY,KORD,AU-SX004,2026-01-09T20:00:00Z,2026-01-10T13:16:00Z,completed
FLT-00723,SCH-00041,SX101,2026-01-13,YSSY,KORD,AU-SX001,2026-01-12T20:00:00Z,2026-01-13T13:16:00Z,completed
FLT-00724,SCH-00041,SX101,2026-01-15,YSSY,KORD,AU-SX002,2026-01-14T20:00:00Z,2026-01-15T13:16:00Z,scheduled
FLT-00725,SCH-00041,SX101,2026-01-17,YSSY,KORD,AU-SX003,2026-01-16T20:00:00Z,2026-01-17T13:16:00Z,scheduled
FLT-00726,SCH-00041,SX101,2026-01-20,YSSY,KORD,AU-SX004,2026-01-19T20:00:00Z,2026-01-20T13:16:00Z,scheduled
FLT-00727,SCH-00041,SX101,2026-01-22,YSSY,KORD,AU-SX001,2026-01-21T20:00:00Z,2026-01-22T13:16:00Z,scheduled
FLT-00728,SCH-00042,SX102,2025-12-25,KORD,YSSY,AU-SX001,2025-12-25T15:30:00Z,2025-12-26T08:46:00Z,completed
FLT-00729,SCH-00042,SX102,2025-12-26,KORD,YSSY,AU-SX002,2025-12-26T15:30:00Z,2025-12-27T08:46:00Z,completed
FLT-00730,SCH-00042,SX102,2025-12-27,KORD,YSSY,AU-SX003,2025-12-27T15:30:00Z,2025-12-28T08:46:00Z,completed
FLT-00731,SCH-00042,SX102,2025-12-28,KORD,YSSY,AU-SX004,2025-12-28T15:30:00Z,2025-12-29T08:46:00Z,completed
FLT-00732,SCH-00042,SX102,2025-12-29,KORD,YSSY,AU-SX001,2025-12-29T15:30:00Z,2025-12-30T08:46:00Z,completed
FLT-00733,SCH-00042,SX102,2025-12-30,KORD,YSSY,AU-SX002,2025-12-30T15:30:00Z,2025-12-31T08:46:00Z,completed
FLT-00734,SCH-00042,SX102,2025-12-31,KORD,YSSY,AU-SX003,2025-12-31T15:30:00Z,2026-01-01T08:46:00Z,completed
